bloquinho,idade,faixaetaria,morador,estado,ufpais,pernoitar,quantaspernoites,meiodehospedagem,transporteparacidade,mesviagem,fonteinfocarnaval,gastohospedagem,faixagastohospedagem,gastoatrativos,faixagastoatrativos,gastoalimentacao,faixagastoalimentacao,gastotransporte,faixagastotransporte,gastofatansias,faixagastofatansias,gastocompras,faixagastocompras,gastoingressos,faixagastoingressos,gastooutros,faixagastooutros,gastototal,faixagastototal,pessoas_no_gasto,gastopercapto,faixagastopercapto,diascarnaval,gastomediodiario,faixagastomediodiario,gastomediodiariopercapto,faixagastomediodiariopercapto,infocarnaval,opiniaocarnaval,pioroupq,expectativas_carnaval,avaliacao_geral,banheiros,seguranca,precos,voltarcarnaval,alemdosblocos,patrocinador,genero,escolaridade,estadocivil,renda,faixarenda,rendamedia,transporteblocos,apoioLGBTQIA,fazparteLGBTQIA,data
RODA DE TIMBAU,46,Meia-idade,Visitante,Rio de Janeiro,Brasil,Sim,5,Casa propria,Aviao,Dezembro,Ja conhece,4000,Muito alto,0,Muito baixo (zero),750,Alto,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),4850,Muito alto,1,4850,Muito alto,5,970,Alto,970,Alto,Ja conhece,NR_NS,,Atendeu em parte,9,8,10,9,Sim,Precarnaval,Belotur,Masculino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,A pe,Sim,Sim,2023-02-17
SEXTA NINGUEM SABE,37,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,100,Baixo,0,Muito baixo (zero),300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),500,Médio,1,500,Médio,2,250,Médio,250,Médio,Blocos de rua,NR_NS,,Superou,10,8,7,6,Sim,Precarnaval,Nao sabe,Masculino,Ensino Superior completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,A pe,Sim,Sim,2023-02-17
SEXTA NINGUEM SABE,27,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,70,Baixo,300,Médio,0,Muito baixo (zero),400,Médio,0,Muito baixo (zero),0,Muito baixo (zero),770,Alto,1,770,Alto,6,128.33,Médio,128.33,Médio,Outros sites,NR_NS,,Superou,10,9,4,3,Sim,Precarnaval,Skol,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,A pe,Sim,Sim,2023-02-17
RODA DE TIMBAU,22,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,3000,Muito alto,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),3000,Muito alto,1,3000,Muito alto,5,600,Alto,600,Alto,Instagram,Melhorou,,Atendeu em parte,9,10,10,6,Sim,Precarnaval,Belotur,Masculino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,A pe,Sim,Sim,2023-02-17
RODA DE TIMBAU,42,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,300,Médio,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),900,Alto,1,900,Alto,5,180,Médio,180,Médio,Instagram,NR_NS,,Atendeu plenamente,5,1,4,2,Sim,Precarnaval,Ambev,Feminino,Ensino Superior completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-17
SEXTA NINGUEM SABE,38,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,100,Baixo,0,Muito baixo (zero),500,Médio,0,Muito baixo (zero),0,Muito baixo (zero),1100,Muito alto,1,1100,Muito alto,6,183.33,Médio,183.33,Médio,Instagram,NR_NS,,NR_NS,9,5,5,8,Sim,Precarnaval,Prefeitura,Masculino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Veiculo Proprio,Sim,Nao,2023-02-17
SEXTA NINGUEM SABE,34,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,100,Baixo,200,Médio,500,Médio,0,Muito baixo (zero),0,Muito baixo (zero),1000,Alto,1,1000,Alto,3,333.33,Médio,333.33,Médio,www.portalbelohorizonte.com.br,NR_NS,,NR_NS,10,0,0,0,Nao,Nenhuma,Nao sabe,Feminino,Ensino Superior completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-17
RODA DE TIMBAU,52,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),550,Alto,1,550,Alto,5,110,Médio,110,Médio,Instagram,NR_NS,,Atendeu plenamente,10,5,10,10,Sim,Precarnaval,Nao sabe,Feminino,Ensino Superior completo,Casado(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Veiculo Proprio,Sim,Sim,2023-02-17
SEXTA NINGUEM SABE,42,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,300,Médio,100,Baixo,300,Médio,700,Alto,0,Muito baixo (zero),1700,Muito alto,1,1700,Muito alto,3,566.67,Alto,566.67,Alto,Instagram,Melhorou,,Atendeu plenamente,8,8,8,3,Sim,Precarnaval,Brahma,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-17
SEXTA NINGUEM SABE,41,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,300,Médio,0,Muito baixo (zero),500,Médio,50,Baixo,0,Muito baixo (zero),1050,Muito alto,1,1050,Muito alto,4,262.5,Médio,262.5,Médio,Amigos/Parentes,NR_NS,,NR_NS,0,5,6,6,Sim,Eventos Privados,Nao sabe,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),NS/NR,Nao,2023-02-17
RODA DE TIMBAU,22,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),100,Baixo,1,100,Baixo,3,33.33,Baixo,33.33,Baixo,Instagram,,,Superou,10,2,1,1,Sim,Nenhuma,Ambev,Feminino,Ensino Medio completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,A pe,Sim,Nao,2023-02-17
RODA DE TIMBAU,63,Idoso,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),650,Alto,2,325,Médio,5,130,Médio,65,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Superou,8,7,8,8,Sim,Precarnaval,Belotur,Masculino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Veiculo Proprio,NS/NR,Nao,2023-02-17
ENTAO BRILHA!,39,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,1000,Alto,200,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),1400,Muito alto,2,700,Alto,4,350,Médio,175,Médio,Instagram,Melhorou,,Superou,9,8,6,1,Sim,Nenhuma,Prefeitura,Feminino,Ensino Superior completo,Casado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Veiculo Proprio,Sim,Nao,2023-02-18
ENTAO BRILHA!,34,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),500,Médio,1,500,Médio,5,100,Baixo,100,Baixo,Instagram,Melhorou,,Superou,10,4,9,10,Sim,Nenhuma,Nao sabe,Feminino,Ensino Tecnico completo,Divorciado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,40,Baixo,250,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),490,Médio,1,490,Médio,2,245,Médio,245,Médio,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,9,7,7,0,Sim,Nenhuma,Nao sabe,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Nao,2023-02-18
ENTAO BRILHA!,45,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),650,Alto,1,650,Alto,3,216.67,Médio,216.67,Médio,Outros sites,Melhorou,,Atendeu plenamente,10,10,10,7,Sim,Nenhuma,Ambev,Masculino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,33,Adulto,Visitante,Sao Paulo,Brasil,Sim,6,Casa de Amigos/Parentes,APP onibus (Buser Click Bus),Dezembro,Amigos/Parentes,0,Muito baixo (zero),0,Muito baixo (zero),600,Alto,300,Médio,100,Baixo,500,Médio,0,Muito baixo (zero),0,Muito baixo (zero),1500,Muito alto,3,500,Médio,5,300,Médio,100,Baixo,Amigos/Parentes,Piorou,Excesso (Aumento) de publico,Atendeu em parte,7,0,5,0,Sim,Nenhuma,Nao sabe,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Divorciado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,24,Jovem,Visitante,Sao Paulo,Brasil,Sim,3,Casa de Amigos/Parentes,APP onibus (Buser Click Bus),Janeiro,Amigos/Parentes,0,Muito baixo (zero),0,Muito baixo (zero),150,Médio,0,Muito baixo (zero),50,Baixo,100,Baixo,50,Baixo,0,Muito baixo (zero),350,Médio,1,350,Médio,3,116.67,Médio,116.67,Médio,Amigos/Parentes,,,Atendeu plenamente,8,8,10,7,NR_NS,NR_NS,Nao sabe,Masculino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,A pe,Sim,Nao,2023-02-18
ENTAO BRILHA!,38,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,200,Médio,150,Médio,200,Médio,100,Baixo,0,Muito baixo (zero),1150,Muito alto,2,575,Alto,3,383.33,Médio,191.67,Médio,www.portalbelohorizonte.com.br,Melhorou,,Atendeu plenamente,9,9,8,8,Sim,NR_NS,Nao sabe,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Casado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,33,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,400,Médio,200,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),650,Alto,1,650,Alto,3,216.67,Médio,216.67,Médio,Instagram,Melhorou,,Atendeu em parte,8,0,4,3,Sim,Eventos Privados,Nao sabe,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,42,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,50,Baixo,50,Baixo,200,Médio,100,Baixo,0,Muito baixo (zero),600,Alto,2,300,Médio,4,150,Médio,75,Baixo,Outros sites,Melhorou,,Atendeu em parte,8,8,8,1,Sim,Nenhuma,Ambev,Masculino,Ensino Tecnico completo,Uniao Estavel,Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Veiculo Proprio,Sim,Nao,2023-02-18
ENTAO BRILHA!,31,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,700,Alto,300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),1000,Alto,2,500,Médio,5,200,Médio,100,Baixo,Instagram,Melhorou,,Atendeu plenamente,9,0,8,0,Sim,Nenhuma,Nao sabe,Masculino,Ensino Superior completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,39,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,650,Alto,100,Baixo,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),900,Alto,3,300,Médio,4,225,Médio,75,Baixo,Outros sites,Melhorou,,Superou,10,5,6,6,Sim,Nenhuma,Nao sabe,Masculino,Ensino Medio completo,Casado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Nao,2023-02-18
ENTAO BRILHA!,21,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,40,Baixo,25,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),265,Médio,2,132.5,Médio,3,88.33,Baixo,44.17,Baixo,Amigos/Parentes,Melhorou,,Superou,8,3,5,1,Sim,Nenhuma,Prefeitura,Feminino,Ensino Tecnico completo,Solteiro(a),Ate 1 SM (R$ 1.30200),Até 1 SM,1302,Onibus coletivo,Sim,Sim,2023-02-18
ENTAO BRILHA!,44,Meia-idade,Visitante,Minas Gerais,Brasil,Sim,2,Casa de Amigos/Parentes,Carro/Moto,Julho,NR_NS,0,Muito baixo (zero),0,Muito baixo (zero),600,Alto,100,Baixo,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),800,Alto,2,400,Médio,2,400,Médio,200,Médio,Outros sites,Nem melhorou nem piorou,,Superou,9,8,10,10,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Casado(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,30,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,1500,Muito alto,200,Médio,0,Muito baixo (zero),50,Baixo,0,Muito baixo (zero),200,Médio,1950,Muito alto,2,975,Alto,10,195,Médio,97.5,Baixo,www.portalbelohorizonte.com.br,Melhorou,,Superou,10,8,9,8,Sim,Precarnaval,Prefeitura,Masculino,Ensino Superior completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
ENTAO BRILHA!,22,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,150,Médio,300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),550,Alto,3,183.33,Médio,4,137.5,Médio,45.83,Baixo,Instagram,Melhorou,,Atendeu plenamente,10,10,9,10,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Belotur,Outros,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
ENTAO BRILHA!,67,Idoso,Morador,Minas Gerais,Brasil,,,,,,,,,,,400,Médio,120,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),520,Alto,1,520,Alto,4,130,Médio,130,Médio,www.portalbelohorizonte.com.br,Melhorou,,Superou,10,0,10,0,Sim,Nenhuma,Nao sabe,Masculino,Ensino Superior completo,Casado(a),Acima de 10 SM (R$ 13.02001),Acima de 10 SM,13020,Veiculo Proprio,Sim,Nao,2023-02-18
ENTAO BRILHA!,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,20,Baixo,30,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),150,Médio,1,150,Médio,4,37.5,Baixo,37.5,Baixo,Instagram,Melhorou,,Atendeu em parte,10,10,10,8,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Nao respondeu,Feminino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Veiculo Proprio,Sim,Sim,2023-02-18
ENTAO BRILHA!,58,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,250,Médio,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),400,Médio,1,400,Médio,5,80,Baixo,80,Baixo,Amigos/Parentes,,,Atendeu em parte,8,9,9,9,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Prefeitura,Masculino,Ensino Superior completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Veiculo Proprio,Sim,Nao,2023-02-18
ENTAO BRILHA!,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,60,Baixo,70,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),130,Médio,2,65,Baixo,3,43.33,Baixo,21.67,Baixo,Instagram,Nem melhorou nem piorou,,Superou,10,2,5,8,Sim,NR_NS,Nao respondeu,Feminino,Ensino Medio completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
ENTAO BRILHA!,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,50,Baixo,60,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),110,Médio,1,110,Médio,2,55,Baixo,55,Baixo,Instagram,Melhorou,,Atendeu plenamente,8,6,6,7,Sim,Nenhuma,Prefeitura,Masculino,Ensino Superior completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,150,Médio,120,Médio,30,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),300,Médio,1,300,Médio,4,75,Baixo,75,Baixo,Instagram,Melhorou,,Superou,7,5,5,6,Sim,Precarnaval,Nao sabe,Masculino,Ensino Tecnico completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Onibus coletivo,Sim,Sim,2023-02-18
ENTAO BRILHA!,45,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,0,Muito baixo (zero),100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),100,Baixo,2,50,Baixo,4,25,Baixo,12.5,Baixo,Instagram,Melhorou,,Superou,10,0,4,0,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Prefeitura,Feminino,Ensino Superior completo,Casado(a),NR_NS,,,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,17,Adolescente,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,36,Baixo,150,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),386,Médio,1,386,Médio,4,96.5,Baixo,96.5,Baixo,Instagram,Melhorou,,Superou,7,10,1,6,Sim,Nenhuma,Ambev,Feminino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Nao,2023-02-18
ENTAO BRILHA!,24,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,280,Médio,100,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),480,Médio,1,480,Médio,6,80,Baixo,80,Baixo,Blocos de rua,Nem melhorou nem piorou,,Atendeu em parte,8,7,3,10,Sim,Desfiles de Escolas de Samba (terca  Av. Afonso Pena),Xeque Mate,Feminino,Ensino Medio completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
ENTAO BRILHA!,36,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,400,Médio,100,Baixo,200,Médio,300,Médio,0,Muito baixo (zero),0,Muito baixo (zero),1000,Alto,3,333.33,Médio,4,250,Médio,83.33,Baixo,Outros sites,Melhorou,,Superou,10,10,10,10,Sim,NR_NS,Ambev,Masculino,Ensino Medio completo,Uniao Estavel,Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,42,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),350,Médio,3,116.67,Médio,2,175,Médio,58.33,Baixo,Amigos/Parentes,,,Atendeu plenamente,8,8,1,8,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Nao respondeu,Masculino,Ensino Superior completo,Divorciado(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Nao,Nao,2023-02-18
ENTAO BRILHA!,26,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,500,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),50,Baixo,0,Muito baixo (zero),550,Alto,1,550,Alto,3,183.33,Médio,183.33,Médio,Instagram,Melhorou,,Superou,10,10,4,5,Sim,Eventos Privados,Ambev,Masculino,Ensino Superior completo,Solteiro(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Onibus coletivo,Sim,Sim,2023-02-18
ENTAO BRILHA!,46,Meia-idade,Morador,Minas Gerais,Brasil,,,,,,,,,,,200,Médio,28,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),228,Médio,1,228,Médio,4,57,Baixo,57,Baixo,NR_NS,Melhorou,,Atendeu plenamente,10,10,8,8,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Brahma,Feminino,Ensino Medio completo,Viuvo(a),Entre 1 SM e 3 SM (R$ 1.30201 a R$3.90600),Entre 1 e 3 SM,2604,Veiculo Proprio,Sim,Nao,2023-02-18
ENTAO BRILHA!,29,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,30,Baixo,0,Muito baixo (zero),100,Baixo,50,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),180,Médio,2,90,Baixo,2,90,Baixo,45,Baixo,Instagram,NR_NS,,NR_NS,10,8,6,0,NR_NS,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Prefeitura,Feminino,Ensino Superior completo,Solteiro(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,A pe,Sim,Nao,2023-02-18
ENTAO BRILHA!,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,400,Médio,240,Médio,150,Médio,0,Muito baixo (zero),200,Médio,0,Muito baixo (zero),990,Alto,1,90,Baixo,4,247.5,Médio,247.5,Médio,Instagram,Melhorou,,Atendeu em parte,8,5,7,5,Sim,Eventos Privados,Nao sabe,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Solteiro(a),Entre 7 SM e 10 SM (R$9.11401 a R$13.02000),Entre 7 e 10 SM,11067,Aplicativos (Uber/99/InDrive),Sim,Nao,2023-02-18
ENTAO BRILHA!,56,Meia-idade,Visitante,Sao Paulo,Brasil,Sim,5,Hoteis/Pousadas,Aviao,Fevereiro,Amigos/Parentes,1000,Alto,2500,Muito alto,2500,Muito alto,200,Médio,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),6200,Muito alto,2,990,Alto,3,2066.67,Muito alto,1033.33,Muito alto,Amigos/Parentes,,,Superou,10,5,10,10,Sim,NR_NS,Prefeitura,Feminino,Ensino Superior completo,Casado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Taxi,Sim,Nao,2023-02-18
ENTAO BRILHA!,28,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,300,Médio,0,Muito baixo (zero),40,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),340,Médio,1,3100,Muito alto,4,85,Baixo,85,Baixo,Instagram,Melhorou,,Atendeu plenamente,10,1,2,1,Sim,Palco Oficial Praca da Estacao,Copasa,Feminino,Ensino Superior completo,Uniao Estavel,Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,A pe,Sim,Sim,2023-02-18
ENTAO BRILHA!,22,Jovem,Morador,Minas Gerais,Brasil,,,,,,,,,,,400,Médio,48,Baixo,20,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),468,Médio,2,340,Médio,4,117,Médio,58.5,Baixo,Instagram,Melhorou,,Superou,10,6,2,1,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Nao sabe,Masculino,Ensino Medio completo,Solteiro(a),Entre 5 SM e 7 SM (R$6.51001 a R$ 9.11400),Entre 5 e 7 SM,7812,Onibus coletivo,Sim,Sim,2023-02-18
ENTAO BRILHA!,35,Adulto,Morador,Minas Gerais,Brasil,,,,,,,,,,,100,Baixo,80,Baixo,80,Baixo,0,Muito baixo (zero),0,Muito baixo (zero),0,Muito baixo (zero),260,Médio,1,234,Médio,3,86.67,Baixo,86.67,Baixo,Instagram,Nem melhorou nem piorou,,Atendeu plenamente,8,0,7,4,Sim,Desfiles de Blocos Caricatos (segundaAv. Afonso Pena),Brahma,Feminino,Posgraduacao/ Mestrado/ Doutorado completo,Divorciado(a),Entre 3 SM e 5 SM (R$3.906 01 a R$6.51000),Entre 3 e 5 SM,5208,Aplicativos (Uber/99/InDrive),Sim,Sim,2023-02-18
